v0,v1,v2,fValue
4.4764120473757885,158.67474632126803,199.9569680115177,65215.31021582849
5.1048789566944235,159.1223629157492,199.5973349373621,65208.17627579864
6.736134491597714,156.6014853003333,199.03243121664696,64212.421336410436
8.566211938337021,159.6037344223843,196.42206066914002,64184.279727596615
9.578289278709027,159.57480876866336,199.4878283432942,65408.95750286519
9.983509633621805,159.69438308807554,188.35012715222894,61107.09861987779
5.616899526750951,159.587634935761,198.52301054148356,64966.98778385008
9.661064605493127,159.55360348994594,198.82233145322692,65121.35799962319
6.572829256504622,156.02884731757925,198.4548286988065,63811.2572113122
7.87514628897205,159.98209593851087,199.8970280358268,65620.11740528054
2.002402250434468,156.34132797971728,199.13619224869376,64120.716440569646
5.752359443228304,159.18322772785672,196.73444251409848,64103.58478003839
8.565222364141844,159.43669878471582,196.39610537793558,64121.18949042209
9.500808360028598,159.40420703724283,192.35807760064444,62556.11987672748
2.6456984440111455,158.69855255759308,199.79884883425845,65148.0598710198
6.223752508591484,159.86390053426493,198.27255162440517,64930.41588503355
5.9386720973162035,159.41792767415578,197.92242294441073,64643.22647486748
7.900447064095652,154.95638864983303,198.42721292065326,63468.49703810581
6.7271916833345,159.10327387549887,199.0283641311765,64985.0156125519
5.107648084301574,152.6284541046257,199.9317628465634,63314.26546081687
9.35476320489569,159.76794134884403,194.7213697238235,63566.5001169575
8.576613796516977,159.56518022626383,198.36281998411647,64936.95976979361
8.807066020009861,159.02049955515022,199.50809505320342,65195.12435806577
7.490456131953418,158.05428913427437,199.50409327754832,64879.70335652089
6.730022248179557,158.8416307360756,199.98595469254224,65286.18529165818
8.90806997842388,157.6538756925217,199.81350482639118,64882.95129364095
9.521512884667974,157.21538653909874,199.62407827841963,64701.97256194733
4.002539095756294,159.62199260414832,192.5698892693883,62614.6190111513
8.06711117922552,156.30285468820585,198.1751009679231,63788.633249891485
9.101257771870614,157.73597274986207,199.4670901131239,64783.213754923876
2.5433437025253407,159.8269769733192,198.10605145954548,64824.25912479603
9.170830641849925,156.8943126480652,198.03817148408064,63926.686334480786
8.24222390800519,157.09654086960487,199.3929702033126,64533.93232425632
1.2190837198778954,155.24027262651595,197.53740578426155,63159.23903162364
9.370176813795133,158.89726323330413,199.78278380442433,65276.121509765486
5.8774270083700575,154.9680872902594,199.65878886817427,63931.72884750004
6.312005854909947,159.570170586822,199.47559128276617,65345.716736587325
7.55858822032029,158.09273455712315,198.55231831576697,64513.91270911556
7.78929839103121,158.81297325440096,198.03200083121925,64512.80999069618
5.723965279522142,157.16904335957113,197.1193778977149,63610.363126007316
6.558884677787576,158.41089257679664,196.36750502761214,63751.75377512423
8.756223776180592,158.8329780113109,199.66742909297164,65201.25545069296
7.265877018816622,157.63154632038163,199.6632704458059,64808.87283139283
2.2300663819820565,157.4583007173733,198.0364914275575,64045.21283384562
6.660495610726764,158.6093586015118,198.18057072884045,64515.66684127734
8.662539818357438,159.1038230842858,199.65343696096528,65283.53898983473
9.235655959356338,159.92046088842815,199.3434317111565,65423.51695716816
9.72232916702811,156.73112605376295,199.01659928572732,64289.74366050458
6.605332165872182,159.16371013401417,198.15518853086837,64669.31348231217
9.25064704623076,155.38988775099455,199.73634190919256,64164.79636541523
6.758898760846025,155.41424912245128,197.5647534899145,63278.31152496065
5.960907125376901,152.36233892842634,199.0054670826351,62869.78349844403
6.418669282265732,157.93369842125895,198.63484434077952,64476.25197061086
9.330595462906325,157.95706886332192,199.30740412378296,64789.67796515497
8.766146225435186,159.7592859576735,198.98931317212023,65215.04818050303
9.122255579910602,159.312419487952,197.48077730530315,64498.877323250126
6.244937734757634,158.7625763139197,197.3244204101626,64214.88181388851
1.755772728996372,157.18271184553967,199.8612152647328,64673.09447993701
8.290439853063571,159.25113785416548,198.19170712330154,64738.61291774122
6.496588854469945,159.3351720372694,195.01798122196237,63497.0768871441
9.443163108434284,159.31953634632055,196.37356440294053,64085.07228816751
7.274409257677272,159.00427683820493,199.96501237911414,65333.05520525618
2.156948184477246,157.9450685140898,197.29453356323324,63894.262384100584
5.201409145875586,159.76716159620133,197.42854398785386,64565.55745262846
9.59236745548788,159.04589883721843,199.672438440131,65290.15245447581
7.827235042786137,156.97847127620258,198.7725303594992,64228.04074742803
8.532253116198515,159.01396290483916,198.427748929982,64770.63225451475
5.877060654892054,159.51183024435647,199.72767807802688,65403.91751608861
7.254656746036712,159.29351360741902,197.40816463459208,64438.41057069574
1.808060101583146,159.87451651715853,198.94412050314352,65151.88604889327
8.31901063468244,157.3008388105965,199.9951815793577,64838.17878090688
6.823129601719266,159.0094710373239,196.58329833543735,63999.804333550936
1.9331418570535228,159.81916328119814,199.52055658609686,65380.93047326582
6.653014801494511,158.86609489989132,199.18819525179595,64983.90839646567
7.0036516748055915,158.40313515282236,197.06497097002057,63994.23588716392
6.817177982316062,159.32468157097097,199.7653901186904,65366.499053569016
5.326679484432189,158.1662417454777,197.8266186259855,64205.28486430887
6.620661628202365,159.247197243478,199.83566482320109,65369.754673560325
8.55774792323054,159.6019497780888,197.48437988637858,64603.41607782304
9.678970528968732,159.6307076198581,198.8420026957353,65149.45246010759
8.006377451579862,159.2440102973805,198.91727343747564,65001.7910859202
4.723688794429325,159.74095703718487,198.0286641870905,64777.21371941204
8.478490054788129,159.76054559444344,197.5285015939791,64661.91243812553
7.756268084508113,150.30233956398249,198.3130281766346,62015.703492914705
8.642569086259376,158.19592654307763,199.7756247838994,65042.25881838083
6.730680581734534,156.81157730423277,199.14134080943188,64313.57504225035
8.238364318027376,159.45085838419834,198.60999103351116,64984.87756883407
2.777863213960488,158.57147977777345,197.7010625670802,64278.63399335894
5.248753758675432,156.23770547576737,199.04134131266375,64074.71102835315
3.330796558088182,157.28518745683425,199.0284431297645,64389.259101806325
8.955793435341091,159.55329207765564,198.67529387458524,65043.68297998886
8.66994251148985,159.36464407187117,198.66186671843928,64985.47087099606
9.639998055026044,158.70303486201908,197.31087524932678,64254.17924990442
6.145987108405399,154.07930448048805,198.24184551294124,63092.65841955321
8.789787123242501,159.88537435794316,197.8476371855147,64798.533142148735
7.188457149639604,159.84340869615409,198.6201776099233,65079.53715336322
7.46779573645348,159.92704412273892,199.10627237896915,65298.71115876789
9.990872536751944,158.12970305377394,195.9104470195396,63490.4228579247
8.8580565833464,159.69552510993879,199.6971762416166,65490.42315541951
4.362303103532918,159.92115097300882,198.61937523706501,65078.46432995899
9.738109204488474,159.57843919832655,199.2958383674025,65321.33699029922
8.79820482668618,158.23895395313,199.61555547680425,64997.14674020989
8.038530605353637,158.9717825026375,197.84467886877312,64484.00680787256
6.4678140262061445,153.7268364279271,196.74414051192716,62423.64424919828
4.5152400377601,159.62235973975746,197.8141101507912,64673.32877371784
9.31031293251203,159.55814579885777,197.70307984843762,64677.93670094941
9.641612186238252,158.09907940982274,199.76423869503162,65021.30903702918
8.145774890343565,157.50578542978258,198.55698049528317,64342.5693908445
3.4197104020744336,157.47438130953037,197.16378518996964,63726.902427844085
9.883944631799977,159.4954051435086,195.16028113959408,63651.20735169824
4.746046809171702,158.16692052620357,199.75656333657102,64966.83421599971
6.034561772716934,158.69989866313907,199.40777173393334,65017.231722322154
5.009729940442676,159.50175595480061,199.7542740149676,65397.42709498822
7.396463975430438,159.7303360229426,196.29994989095948,64144.43540394462
9.849234491850257,157.56010984010692,198.767206012358,64462.9751875531
6.043092233267577,158.97096571305266,198.54775957412176,64749.58310729853
8.320396130213169,158.5163553221083,198.01010870047472,64438.914753064906
4.9061354916460544,154.88599235545604,198.63004218832938,63488.6250964273
3.731386380126086,159.06334872434587,199.12305453747587,64979.854635239346
4.215745926464617,159.30535089143933,198.36615396965098,64783.03815430044
2.02652409068379,159.2454263716028,197.50361579167236,64400.7395099874
7.5275418595276,158.93033306855193,199.83788855903106,65276.24405275287
6.96639482792047,156.87829837582186,199.0135320554456,64268.75923092443
8.690770804083375,157.4701122578223,199.73836443691692,64811.970776717106
8.010847831470615,158.8279236485223,199.4167653773109,65081.5130935386
4.315533129201839,158.9108791524262,194.46680006308614,63123.940331498496
8.167155853036201,156.4983875345436,196.0831776890439,63033.421297597975
6.860908946322498,159.8564707205211,198.7397847386503,65116.68677910243
8.306061032784772,158.39730132498508,199.5701958594318,65037.44119031157
3.0528696051093887,158.61423052044958,197.6311928899949,64260.75287168583
4.3446075033156175,158.8944170229061,198.93664655545953,64860.60394953278
7.250544705941504,158.60779971347714,197.19152605317527,64127.73729014763
